Time,Length_x_copper10um2M,Length_y_copper10um2M,Length_x_aluminum10um2M,Length_y_aluminum10um2M,Length_x_iron10um2M,Length_y_iron10um2M,Length_x_silver10um2M,Length_y_silver10um2M,Length_x_nickel10um2M,Length_y_nickel10um2M,Length_x_titanium10um2M,Length_y_titanium10um2M,Length_x_cobalt10um2M,Length_y_cobalt10um2M
8.8e-07,2.0744681023643352e-05,1.0851063962036278e-05,1.606382920726901e-05,1.3404255696514156e-05,2.031914937106194e-05,1.1702127267199103e-05,1.9468085156404413e-05,9.57446809479734e-06,2.0744681023643352e-05,1.127659561461769e-05,1.8617020941746887e-05,1.2978723134438042e-05,2.0744681023643352e-05,1.127659561461769e-05
9.6e-07,2.0744681023643352e-05,1.127659561461769e-05,1.2234042969794245e-05,1.3829787349095568e-05,1.9893616808985826e-05,1.2127659829275217e-05,1.9893616808985826e-05,9.999999747378752e-06,2.031914937106194e-05,1.2127659829275217e-05,1.56382984641823e-05,1.3404255696514156e-05,2.031914937106194e-05,1.2127659829275217e-05
1.04e-06,2.0744681023643352e-05,1.1702127267199103e-05,5.851063860973227e-06,1.4680850654258393e-05,1.8617020941746887e-05,1.2978723134438042e-05,2.031914937106194e-05,1.0425532309454866e-05,1.9042553503823e-05,1.255319148185663e-05,1.2234042969794245e-05,1.3829787349095568e-05,1.9468085156404413e-05,1.255319148185663e-05
1.12e-06,2.031914937106194e-05,1.2127659829275217e-05,5.000000101063051e-06,1.5106383216334507e-05,1.6914893421926536e-05,1.2978723134438042e-05,2.0744681023643352e-05,1.0851063962036278e-05,1.7340425074507948e-05,1.2978723134438042e-05,6.276595513554639e-06,1.4680850654258393e-05,1.7340425074507948e-05,1.2978723134438042e-05
1.2e-06,1.9468085156404413e-05,1.255319148185663e-05,6.702127848257078e-06,1.595744652149733e-05,1.4361702142196009e-05,1.3404255696514156e-05,2.0744681023643352e-05,1.0851063962036278e-05,1.5212766811600886e-05,1.3404255696514156e-05,5.212766154727433e-06,1.5106383216334507e-05,1.5212766811600886e-05,1.3404255696514156e-05
1.28e-06,1.8191489289165474e-05,1.2978723134438042e-05,8.617021194368135e-06,1.595744652149733e-05,1.0957447102555307e-05,1.3829787349095568e-05,2.1170212676224764e-05,1.127659561461769e-05,1.2234042969794245e-05,1.3829787349095568e-05,6.063829687263933e-06,1.595744652149733e-05,1.2234042969794245e-05,1.3829787349095568e-05
1.36e-06,1.606382920726901e-05,1.3404255696514156e-05,1.07446812762646e-05,1.617021280253539e-05,7.127659728212166e-06,1.425531900167698e-05,2.0744681023643352e-05,1.1702127267199103e-05,7.978723260748666e-06,1.425531900167698e-05,7.978723260748666e-06,1.595744652149733e-05,7.978723260748666e-06,1.425531900167698e-05
1.44e-06,1.3936170034867246e-05,1.3404255696514156e-05,1.1382978300389368e-05,1.553191577841062e-05,5.425531981018139e-06,1.5106383216334507e-05,2.0744681023643352e-05,1.2127659829275217e-05,5.425531981018139e-06,1.489361693529645e-05,9.893617061607074e-06,1.6382979083573446e-05,5.425531981018139e-06,1.5106383216334507e-05
1.52e-06,1.1382978300389368e-05,1.3829787349095568e-05,1.2021276688756188e-05,1.4680850654258393e-05,5.851063860973227e-06,1.553191577841062e-05,1.9893616808985826e-05,1.255319148185663e-05,5.425531981018139e-06,1.553191577841062e-05,1.1170212474098662e-05,1.595744652149733e-05,5.425531981018139e-06,1.553191577841062e-05
1.6e-06,7.553191380793578e-06,1.425531900167698e-05,1.2659574167628307e-05,1.3617021522804862e-05,6.702127848257078e-06,1.595744652149733e-05,1.9042553503823e-05,1.255319148185663e-05,6.276595513554639e-06,1.595744652149733e-05,1.1595744581427425e-05,1.5106383216334507e-05,6.276595513554639e-06,1.595744652149733e-05
1.68e-06,5.425531981018139e-06,1.4680850654258393e-05,NA,NA,NA,NA,1.7765957636584062e-05,1.2978723134438042e-05,NA,NA,NA,NA,NA,NA
1.76e-06,5.212766154727433e-06,1.553191577841062e-05,NA,NA,NA,NA,1.6489361769345123e-05,1.3404255696514156e-05,NA,NA,NA,NA,NA,NA
1.84e-06,5.851063860973227e-06,1.595744652149733e-05,NA,NA,NA,NA,1.4787233794777421e-05,1.3404255696514156e-05,NA,NA,NA,NA,NA,NA
1.92e-06,7.127659728212166e-06,1.595744652149733e-05,NA,NA,NA,NA,1.308510627495707e-05,1.3404255696514156e-05,NA,NA,NA,NA,NA,NA
2e-06,8.404255368077429e-06,1.595744652149733e-05,NA,NA,NA,NA,1.0531914995226543e-05,1.3829787349095568e-05,NA,NA,NA,NA,NA,NA
2.08e-06,NA,NA,NA,NA,NA,NA,7.553191380793578e-06,1.425531900167698e-05,NA,NA,NA,NA,NA,NA
2.16e-06,NA,NA,NA,NA,NA,NA,5.851063860973227e-06,1.4680850654258393e-05,NA,NA,NA,NA,NA,NA
2.24e-06,NA,NA,NA,NA,NA,NA,5.212766154727433e-06,1.5106383216334507e-05,NA,NA,NA,NA,NA,NA
2.32e-06,NA,NA,NA,NA,NA,NA,5.425531981018139e-06,1.553191577841062e-05,NA,NA,NA,NA,NA,NA
2.4e-06,NA,NA,NA,NA,NA,NA,5.851063860973227e-06,1.595744652149733e-05,NA,NA,NA,NA,NA,NA
