Time,Length_x_copper5um2M,Length_y_copper5um2M,Length_x_aluminum5um2M,Length_y_aluminum5um2M,Length_x_iron5um2M,Length_y_iron5um2M,Length_x_silver5um2M,Length_y_silver5um2M,Length_x_nickel5um2M,Length_y_nickel5um2M,Length_x_titanium5um2M,Length_y_titanium5um2M,Length_x_cobalt5um2M,Length_y_cobalt5um2M
2.5e-07,9.946808404492913e-06,4.999999873689376e-06,1.0372340511821676e-05,6.0638299146376085e-06,9.946808404492913e-06,5.212766154727433e-06,9.734042578202207e-06,4.361701940069906e-06,1.015957468553097e-05,5.212766154727433e-06,1.0585106338112382e-05,5.851063633599551e-06,1.015957468553097e-05,5.212766154727433e-06
2.75e-07,9.946808404492913e-06,4.999999873689376e-06,9.734042578202207e-06,6.276595740928315e-06,1.015957468553097e-05,5.425531981018139e-06,9.734042578202207e-06,4.5744682211079635e-06,1.015957468553097e-05,5.425531981018139e-06,1.015957468553097e-05,6.0638299146376085e-06,1.015957468553097e-05,5.425531981018139e-06
3e-07,1.015957468553097e-05,5.212766154727433e-06,8.457446710963268e-06,6.702127848257078e-06,9.946808404492913e-06,5.638297807308845e-06,9.734042578202207e-06,4.78723404739867e-06,1.015957468553097e-05,5.638297807308845e-06,9.5212767519115e-06,6.489361567219021e-06,1.015957468553097e-05,5.638297807308845e-06
3.25e-07,1.015957468553097e-05,5.425531981018139e-06,6.755319418516592e-06,6.702127848257078e-06,9.734042578202207e-06,5.851063633599551e-06,9.946808404492913e-06,4.999999873689376e-06,9.946808404492913e-06,5.851063633599551e-06,8.244680884672562e-06,6.702127848257078e-06,9.946808404492913e-06,5.851063633599551e-06
3.5e-07,1.015957468553097e-05,5.638297807308845e-06,4.414893510329421e-06,7.12765950083849e-06,9.308510470873443e-06,6.276595740928315e-06,9.946808404492913e-06,4.999999873689376e-06,9.734042578202207e-06,6.276595740928315e-06,6.968085017433623e-06,6.702127848257078e-06,9.734042578202207e-06,6.276595740928315e-06
3.75e-07,1.015957468553097e-05,5.851063633599551e-06,2.6063829636768787e-06,7.5531916081672534e-06,8.670212537253974e-06,6.489361567219021e-06,1.015957468553097e-05,5.212766154727433e-06,9.095744644582737e-06,6.489361567219021e-06,4.840425617658184e-06,6.914893674547784e-06,9.095744644582737e-06,6.489361567219021e-06
4e-07,9.734042578202207e-06,6.0638299146376085e-06,2.7127659905090695e-06,7.76595788920531e-06,7.81914923209115e-06,6.702127848257078e-06,1.015957468553097e-05,5.212766154727433e-06,8.244680884672562e-06,6.489361567219021e-06,2.7127659905090695e-06,7.340425327129196e-06,8.244680884672562e-06,6.489361567219021e-06
4.25e-07,9.308510470873443e-06,6.276595740928315e-06,3.4574469509607297e-06,7.978723260748666e-06,6.755319418516592e-06,6.702127848257078e-06,1.015957468553097e-05,5.425531981018139e-06,7.1808510710980045e-06,6.702127848257078e-06,2.7127659905090695e-06,7.76595788920531e-06,7.1808510710980045e-06,6.702127848257078e-06
4.5e-07,8.882978818292031e-06,6.489361567219021e-06,4.414893510329421e-06,8.191489541786723e-06,5.478723551277653e-06,6.914893674547784e-06,1.015957468553097e-05,5.638297807308845e-06,5.904255203859066e-06,6.914893674547784e-06,3.1382977567773196e-06,7.978723260748666e-06,5.904255203859066e-06,6.914893674547784e-06
4.75e-07,8.031914603634505e-06,6.702127848257078e-06,5.05319144394889e-06,7.978723260748666e-06,3.989361630374333e-06,7.12765950083849e-06,1.015957468553097e-05,5.638297807308845e-06,4.2021276840387145e-06,7.12765950083849e-06,3.989361630374333e-06,7.978723260748666e-06,4.2021276840387145e-06,7.12765950083849e-06
5e-07,7.1808510710980045e-06,6.702127848257078e-06,5.478723551277653e-06,7.76595788920531e-06,2.9255319304866134e-06,7.340425327129196e-06,9.946808404492913e-06,5.851063633599551e-06,2.9255319304866134e-06,7.340425327129196e-06,4.627659563993802e-06,8.191489541786723e-06,2.9255319304866134e-06,7.340425327129196e-06
5.25e-07,5.904255203859066e-06,6.914893674547784e-06,NA,NA,NA,NA,9.734042578202207e-06,6.0638299146376085e-06,NA,NA,NA,NA,NA,NA
5.5e-07,4.627659563993802e-06,6.914893674547784e-06,NA,NA,NA,NA,9.5212767519115e-06,6.276595740928315e-06,NA,NA,NA,NA,NA,NA
5.75e-07,3.351063924128539e-06,7.340425327129196e-06,NA,NA,NA,NA,9.095744644582737e-06,6.489361567219021e-06,NA,NA,NA,NA,NA,NA
6e-07,2.7127659905090695e-06,7.5531916081672534e-06,NA,NA,NA,NA,8.457446710963268e-06,6.489361567219021e-06,NA,NA,NA,NA,NA,NA
6.25e-07,2.7127659905090695e-06,7.76595788920531e-06,NA,NA,NA,NA,7.81914923209115e-06,6.702127848257078e-06,NA,NA,NA,NA,NA,NA
6.5e-07,NA,NA,NA,NA,NA,NA,7.1808510710980045e-06,6.702127848257078e-06,NA,NA,NA,NA,NA,NA
6.75e-07,NA,NA,NA,NA,NA,NA,6.3297870838141534e-06,6.702127848257078e-06,NA,NA,NA,NA,NA,NA
7e-07,NA,NA,NA,NA,NA,NA,5.265957497613272e-06,6.914893674547784e-06,NA,NA,NA,NA,NA,NA
7.25e-07,NA,NA,NA,NA,NA,NA,4.2021276840387145e-06,7.12765950083849e-06,NA,NA,NA,NA,NA,NA
7.5e-07,NA,NA,NA,NA,NA,NA,3.1382977567773196e-06,7.340425327129196e-06,NA,NA,NA,NA,NA,NA
