Time,Length_x_copper100um2M,Length_y_copper100um2M,Length_x_aluminum100um2M,Length_y_aluminum100um2M,Length_x_iron100um2M,Length_y_iron100um2M,Length_x_silver100um2M,Length_y_silver100um2M,Length_x_nickel100um2M,Length_y_nickel100um2M,Length_x_titanium100um2M,Length_y_titanium100um2M,Length_x_cobalt100um2M,Length_y_cobalt100um2M
5.2e-05,NA,NA,NA,NA,NA,NA,0.00020744680659845471,0.0001255319220945239,NA,NA,NA,NA,NA,NA
5.4e-05,NA,NA,NA,NA,NA,NA,0.00019893617718480527,0.00012978723680134863,NA,NA,NA,NA,NA,NA
5.6e-05,NA,NA,NA,NA,NA,NA,0.00018617021851241589,0.00013404255150817335,NA,NA,NA,NA,NA,NA
5.8e-05,NA,NA,NA,NA,NA,NA,0.0001734042598400265,0.0001361702088615857,NA,NA,NA,NA,NA,NA
6e-05,NA,NA,NA,NA,NA,NA,0.0001606383011676371,0.00013829786621499807,NA,NA,NA,NA,NA,NA
6.2e-05,NA,NA,NA,NA,NA,NA,0.00014787234249524772,0.00013829786621499807,NA,NA,NA,NA,NA,NA
6.4e-05,NA,NA,NA,NA,NA,NA,0.00013510638382285833,0.00013829786621499807,NA,NA,NA,NA,NA,NA
6.6e-05,NA,NA,NA,NA,NA,NA,0.00011808510680566542,0.00014255319547373801,NA,NA,NA,NA,NA,NA
6.8e-05,NA,NA,NA,NA,NA,NA,8.404255277127959e-05,0.00014255319547373801,NA,NA,NA,NA,NA,NA
7e-05,NA,NA,NA,NA,NA,NA,5.425531890068669e-05,0.00014255319547373801,NA,NA,NA,NA,NA,NA
