Time,Length_x_copper77.5um2M,Length_y_copper77.5um2M,Length_x_aluminum77.5um2M,Length_y_aluminum77.5um2M,Length_x_iron77.5um2M,Length_y_iron77.5um2M,Length_x_silver77.5um2M,Length_y_silver77.5um2M,Length_x_nickel77.5um2M,Length_y_nickel77.5um2M,Length_x_titanium77.5um2M,Length_y_titanium77.5um2M,Length_x_cobalt77.5um2M,Length_y_cobalt77.5um2M
1.4e-05,0.00015417553368024528,7.420212932629511e-05,0.00018055850523523986,9.069148654816672e-05,0.00015417553368024528,8.079787221504375e-05,0.00015417553368024528,6.430850771721452e-05,0.00015417553368024528,8.079787221504375e-05,0.00017396276234649122,8.73936151037924e-05,0.00015417553368024528,8.079787221504375e-05
1.54e-05,0.00015087766223587096,7.750000077066943e-05,0.00017726063379086554,9.398936526849866e-05,0.00016406914801336825,8.409574365941808e-05,0.00015417553368024528,6.760638643754646e-05,0.00016077127656899393,8.409574365941808e-05,0.00017726063379086554,9.069148654816672e-05,0.00016406914801336825,8.409574365941808e-05
1.68e-05,0.00015417553368024528,8.079787221504375e-05,0.00016736701945774257,9.728723671287298e-05,0.00016736701945774257,8.409574365941808e-05,0.00015417553368024528,7.090425788192078e-05,0.0001706648909021169,8.409574365941808e-05,0.00017726063379086554,9.398936526849866e-05,0.0001706648909021169,8.409574365941808e-05
1.82e-05,0.00016406914801336825,8.409574365941808e-05,0.00015252659795805812,0.00010388297960162163,0.0001706648909021169,8.73936151037924e-05,0.00015417553368024528,7.420212932629511e-05,0.00017396276234649122,8.73936151037924e-05,0.00016736701945774257,9.728723671287298e-05,0.00017396276234649122,8.73936151037924e-05
1.96e-05,0.0001706648909021169,8.409574365941808e-05,0.0001310904190177098,0.00010718085104599595,0.0001706648909021169,9.069148654816672e-05,0.00015087766223587096,7.750000077066943e-05,0.00017396276234649122,9.069148654816672e-05,0.00015417553368024528,0.00010223404387943447,0.00017396276234649122,9.069148654816672e-05
2.1e-05,0.00017396276234649122,8.73936151037924e-05,0.00011295212607365102,0.00010718085104599595,0.00016736701945774257,9.398936526849866e-05,0.00015087766223587096,8.079787221504375e-05,0.0001706648909021169,9.398936526849866e-05,0.00013438829046208411,0.00010718085104599595,0.0001706648909021169,9.398936526849866e-05
2.24e-05,0.00017396276234649122,9.069148654816672e-05,7.667553290957585e-05,0.00011047872249037027,0.00016077127656899393,9.728723671287298e-05,0.0001574734051246196,8.079787221504375e-05,0.00016406914801336825,9.728723671287298e-05,0.0001178989332402125,0.00010718085104599595,0.00016406914801336825,9.728723671287298e-05
2.38e-05,0.00017396276234649122,9.069148654816672e-05,3.380319139978383e-05,0.00010718085104599595,0.00015087766223587096,0.0001005851081572473,0.00016406914801336825,8.409574365941808e-05,0.00015417553368024528,0.0001005851081572473,9.151595804723911e-05,0.00011047872249037027,0.00015417553368024528,0.0001005851081572473
2.52e-05,0.0001706648909021169,9.398936526849866e-05,4.36968093708856e-05,0.00011047872249037027,0.00013438829046208411,0.00010388297960162163,0.00016736701945774257,8.409574365941808e-05,0.000140984047902748,0.00010388297960162163,3.8750000385334715e-05,0.00011047872249037027,0.000140984047902748,0.00010388297960162163
2.66e-05,0.00016406914801336825,9.728723671287298e-05,5.523936124518514e-05,0.00011707446537911892,0.00012119680468458682,0.00010718085104599595,0.0001706648909021169,8.73936151037924e-05,0.00012779254757333547,0.00010718085104599595,4.039893610752188e-05,0.00010718085104599595,0.00012779254757333547,0.00010718085104599595
2.8e-05,0.00015417553368024528,0.0001005851081572473,6.843085429864004e-05,0.00012367020826786757,0.00010140957601834089,0.00010718085104599595,0.00017396276234649122,8.73936151037924e-05,0.00011130319035146385,0.00010718085104599595,4.864361835643649e-05,0.0001137765939347446,0.00011130319035146385,0.00010718085104599595
2.94e-05,0.0001442819193471223,0.00010388297960162163,NA,NA,7.502659718738869e-05,0.00011047872249037027,0.00017396276234649122,9.069148654816672e-05,8.821808296488598e-05,0.00010718085104599595,NA,NA,8.821808296488598e-05,0.00010718085104599595
3.08e-05,0.0001310904190177098,0.00010718085104599595,NA,NA,4.204787182970904e-05,0.0001137765939347446,0.00017396276234649122,9.069148654816672e-05,5.029255407862365e-05,0.00011047872249037027,NA,NA,4.864361835643649e-05,0.00011047872249037027
3.22e-05,0.00011460106179583818,0.00010718085104599595,NA,NA,3.7101064663147554e-05,0.0001137765939347446,0.0001706648909021169,9.398936526849866e-05,3.7101064663147554e-05,0.0001137765939347446,NA,NA,3.545212894096039e-05,0.0001137765939347446
3.36e-05,0.00010140957601834089,0.00010718085104599595,NA,NA,4.204787182970904e-05,0.00011707446537911892,0.00016736701945774257,9.728723671287298e-05,4.039893610752188e-05,0.0001137765939347446,NA,NA,4.039893610752188e-05,0.0001137765939347446
3.5e-05,7.667553290957585e-05,0.00011047872249037027,NA,NA,5.029255407862365e-05,0.00012037233682349324,0.00016077127656899393,9.728723671287298e-05,4.6994680815259926e-05,0.00011707446537911892,NA,NA,4.6994680815259926e-05,0.00011707446537911892
3.64e-05,NA,NA,NA,NA,NA,NA,0.00015417553368024528,0.0001005851081572473,NA,NA,NA,NA,NA,NA
3.78e-05,NA,NA,NA,NA,NA,NA,0.00014757979079149663,0.00010388297960162163,NA,NA,NA,NA,NA,NA
3.92e-05,NA,NA,NA,NA,NA,NA,0.00013768617645837367,0.00010388297960162163,NA,NA,NA,NA,NA,NA
4.06e-05,NA,NA,NA,NA,NA,NA,0.00012779254757333547,0.00010718085104599595,NA,NA,NA,NA,NA,NA
4.2e-05,NA,NA,NA,NA,NA,NA,0.00011460106179583818,0.00010718085104599595,NA,NA,NA,NA,NA,NA
4.34e-05,NA,NA,NA,NA,NA,NA,0.00010470744746271521,0.00010718085104599595,NA,NA,NA,NA,NA,NA
4.48e-05,NA,NA,NA,NA,NA,NA,8.821808296488598e-05,0.00010718085104599595,NA,NA,NA,NA,NA,NA
4.62e-05,NA,NA,NA,NA,NA,NA,6.51329755783081e-05,0.00011047872249037027,NA,NA,NA,NA,NA,NA
4.76e-05,NA,NA,NA,NA,NA,NA,4.204787182970904e-05,0.00011047872249037027,NA,NA,NA,NA,NA,NA
4.9e-05,NA,NA,NA,NA,NA,NA,3.545212894096039e-05,0.00011047872249037027,NA,NA,NA,NA,NA,NA
